"date","state","cases","deaths","state_name"
"08/15/2020","SC",105882,62,"South Carolina"
"08/15/2020","SC",105882,62,"South Dakota"
"02/22/2020","MS",,,"Mississippi"
"07/21/2020","PR",13038,7,"Puerto Rico"
"07/03/2020","NE",,2,"Nebraska"
"07/18/2020","NJ",,15,"New Jersey"
"08/26/2020","RMI",0,0,
"12/20/2020","NY",,101,"New York"
"06/20/2020","NYC",214002,49,
"10/31/2020","IA",,10,"Iowa"
"03/05/2020","KY",,,"Kentucky"
"03/31/2020","SC",,,"South Carolina"
"03/31/2020","SC",,,"South Dakota"
"02/22/2020","KY",,,"Kentucky"
"11/27/2020","FL",,20,"Florida"
"11/30/2020","NY",,45,"New York"
"03/18/2020","AL",,,"Alabama"
"06/14/2020","IA",,2,"Iowa"
"10/11/2020","MS",104932,0,"Mississippi"
"06/24/2020","NY",,9,"New York"
"05/01/2020","CO",15668,45,"Colorado"
"02/15/2020","NY",,,"New York"
"12/25/2020","ID",135233,0,"Idaho"
"08/05/2020","PA",115714,-12,"Pennsylvania"
"02/14/2020","WA",,,"Washington"
"03/12/2020","MN",,,"Minnesota"
"03/12/2020","MN",,,"Montana"
"06/09/2020","AL",21422,2,"Alabama"
"06/21/2020","KY",13750,2,"Kentucky"
"05/23/2020","IL",107796,75,"Illinois"
"06/03/2020","CA",,75,"California"
"04/25/2020","OK",3193,6,"Oklahoma"
"08/07/2020","NYC",228753,11,
"01/25/2020","GA",,,"Georgia"
"12/26/2020","CO",323619,7,"Colorado"
"04/20/2020","MS",4716,14,"Mississippi"
"11/30/2020","ID",101698,12,"Idaho"
"08/28/2020","WY",3763,0,"Wyoming"
"12/13/2020","PR",62985,13,"Puerto Rico"
"03/04/2020","TX",,,"Texas"
"08/12/2020","AZ",189443,152,"Arizona"
"10/01/2020","MN",,13,"Minnesota"
"10/01/2020","MN",,13,"Montana"
"03/08/2020","IA",,,"Iowa"
"11/26/2020","CT",109152,0,"Connecticut"
"09/08/2020","ND",14110,1,"North Dakota"
"08/04/2020","MD",,6,"Maryland"
"11/01/2020","IN",,36,"Indiana"
"06/30/2020","NY",,7,"New York"
"09/06/2020","CO",59274,1,"Colorado"
"05/04/2020","RMI",0,0,
"05/02/2020","ND",1153,1,"North Dakota"
"11/06/2020","FL",,57,"Florida"
"10/26/2020","TN",249866,36,"Tennessee"
"12/07/2020","SC",234652,14,"South Carolina"
"12/07/2020","SC",234652,14,"South Dakota"
"09/25/2020","NJ",,6,"New Jersey"
"03/19/2020","PA",,,"Pennsylvania"
"06/30/2020","MI",70728,32,"Michigan"
"10/15/2020","AL",169162,59,"Alabama"
"12/15/2020","AZ",424382,75,"Arizona"
"03/05/2020","NY",,,"New York"
"09/26/2020","AR",,23,"Arkansas"
"11/30/2020","TX",,22,"Texas"
"09/14/2020","IN",,1,"Indiana"
"05/03/2020","IA",,9,"Iowa"
"12/05/2020","NYC",337576,27,
"09/04/2020","MN",,0,"Minnesota"
"09/04/2020","MN",,0,"Montana"
"04/04/2020","SC",,,"South Carolina"
"04/04/2020","SC",,,"South Dakota"
"03/31/2020","PA",,,"Pennsylvania"
"12/10/2020","WV",59695,18,"West Virginia"
"12/09/2020","AL",280187,57,"Alabama"
"02/15/2020","LA",,,"Louisiana"
"03/01/2020","NM",,,"New Mexico"
"11/07/2020","CT",78125,0,"Connecticut"
"05/08/2020","ND",1425,2,"North Dakota"
"02/16/2020","SC",,,"South Carolina"
"02/16/2020","SC",,,"South Dakota"
"10/06/2020","IL",307750,31,"Illinois"
"09/07/2020","MD",,3,"Maryland"
"11/21/2020","RMI",4,0,
"08/23/2020","IA",,6,"Iowa"
"04/15/2020","WV",,,"West Virginia"
"08/08/2020","WI",64213,6,"Wisconsin"
"04/20/2020","MN",,17,"Minnesota"
"04/20/2020","MN",,17,"Montana"
"09/02/2020","AZ",202861,20,"Arizona"
"08/13/2020","WY",3119,1,"Wyoming"
"09/17/2020","LA",,17,"Louisiana"
"02/03/2020","TX",,,"Texas"
"11/12/2020","WI",309572,76,"Wisconsin"
"03/12/2020","MS",,,"Mississippi"
"02/24/2020","WY",,,"Wyoming"
"12/22/2020","GA",600517,78,"Georgia"
"07/05/2020","VA",66102,-1,"Virginia"
"10/14/2020","NE",,3,"Nebraska"
"07/07/2020","ND",3898,4,"North Dakota"
"04/21/2020","AS",,0,
"10/05/2020","NJ",,2,"New Jersey"
"10/15/2020","WV",19082,2,"West Virginia"
"05/11/2020","AS",,0,
"02/10/2020","RMI",,,
"07/04/2020","NV",,2,"Nevada"
"01/24/2020","CA",,,"California"
"12/10/2020","ND",87213,27,"North Dakota"
"08/17/2020","MA",123842,6,"Massachusetts"
"05/08/2020","MA",75333,150,"Massachusetts"
"11/05/2020","WV",26547,9,"West Virginia"
"05/05/2020","NE",,4,"Nebraska"
"06/06/2020","AL",20054,14,"Alabama"
"05/14/2020","NM",,11,"New Mexico"
"05/23/2020","MD",,36,"Maryland"
"02/12/2020","PA",,,"Pennsylvania"
"05/02/2020","AR",,8,"Arkansas"
"05/19/2020","IA",,8,"Iowa"
"12/27/2020","CA",,237,"California"
"03/05/2020","CA",,,"California"
"05/06/2020","ID",2158,-17,"Idaho"
"03/22/2020","NY",,,"New York"
"07/02/2020","CA",,73,"California"
"09/05/2020","MD",,3,"Maryland"
"02/06/2020","MN",,,"Minnesota"
"02/06/2020","MN",,,"Montana"
"04/10/2020","WI",,,"Wisconsin"
"05/01/2020","LA",,65,"Louisiana"
"07/02/2020","WV",3053,0,"West Virginia"
"04/25/2020","IL",41777,79,"Illinois"
"11/21/2020","SC",205018,61,"South Carolina"
"11/21/2020","SC",205018,61,"South Dakota"
"08/21/2020","IA",,5,"Iowa"
"02/11/2020","IN",,,"Indiana"
"01/26/2020","FL",,,"Florida"
"10/29/2020","PA",202876,78,"Pennsylvania"
"02/24/2020","IA",,,"Iowa"
"03/11/2020","AS",,,
"09/29/2020","IL",293490,23,"Illinois"
"08/06/2020","SC",96797,54,"South Carolina"
"08/06/2020","SC",96797,54,"South Dakota"
"07/15/2020","OH",69311,6,"Ohio"
"09/04/2020","IL",247299,48,"Illinois"
"09/24/2020","KY",64158,13,"Kentucky"
"11/01/2020","AR",,33,"Arkansas"
"09/20/2020","OK",85041,4,"Oklahoma"
"07/03/2020","NM",,16,"New Mexico"
"09/19/2020","ID",37247,-9,"Idaho"
"09/27/2020","MI",134373,0,"Michigan"
"11/06/2020","IA",,16,"Iowa"
"09/17/2020","AR",,10,"Arkansas"
"03/22/2020","KY",,,"Kentucky"
"05/31/2020","NV",,38,"Nevada"
"02/20/2020","ND",,,"North Dakota"
"07/02/2020","CO",33352,5,"Colorado"
"05/10/2020","AR",,1,"Arkansas"
"07/12/2020","WI",39877,-15,"Wisconsin"
"11/18/2020","AR",,32,"Arkansas"
"04/21/2020","MA",41199,152,"Massachusetts"
"11/02/2020","PR",68943,3,"Puerto Rico"
"11/02/2020","IL",429761,18,"Illinois"
"05/21/2020","NJ",,96,"New Jersey"
"03/20/2020","KY",,,"Kentucky"
"11/06/2020","WY",16405,0,"Wyoming"
"03/02/2020","NYC",,,
"08/05/2020","RMI",0,0,
"05/02/2020","AL",7611,-1,"Alabama"
"03/19/2020","NY",,,"New York"
"05/02/2020","IL",58505,102,"Illinois"
"10/21/2020","LA",,24,"Louisiana"
"05/18/2020","MD",,90,"Maryland"
"12/02/2020","WA",,45,"Washington"
"11/21/2020","FL",,45,"Florida"
"11/01/2020","TX",,53,"Texas"
"09/14/2020","LA",,17,"Louisiana"
"01/28/2020","PA",,,"Pennsylvania"
"08/02/2020","VA",93106,0,"Virginia"
"06/11/2020","NJ",,66,"New Jersey"
"02/15/2020","RMI",,,
"09/04/2020","NM",,3,"New Mexico"
"10/06/2020","GA",344399,37,"Georgia"
"10/17/2020","WV",19801,3,"West Virginia"
"02/11/2020","KY",,,"Kentucky"
"08/27/2020","TX",,265,"Texas"
"07/11/2020","MA",111398,14,"Massachusetts"
"06/19/2020","LA",,22,"Louisiana"
"12/01/2020","MD",,42,"Maryland"
"09/09/2020","IN",,17,"Indiana"
"05/03/2020","ND",1191,1,"North Dakota"
"04/06/2020","MA",,,"Massachusetts"
"10/08/2020","ID",46426,3,"Idaho"
"05/28/2020","NJ",,62,"New Jersey"
"10/12/2020","NJ",,1,"New Jersey"
"03/28/2020","AS",,,
"04/03/2020","AS",,,
"03/26/2020","IN",,,"Indiana"
"12/11/2020","WV",60637,17,"West Virginia"
"02/06/2020","NM",,,"New Mexico"
"12/26/2020","TN",560892,13,"Tennessee"
"03/18/2020","SC",,,"South Carolina"
"03/18/2020","SC",,,"South Dakota"
"05/25/2020","NV",,2,"Nevada"
"04/12/2020","MA",,,"Massachusetts"
"03/21/2020","CO",,,"Colorado"
"07/25/2020","PR",15143,0,"Puerto Rico"
"04/09/2020","MI",,,"Michigan"
"04/05/2020","FL",,,"Florida"
"10/04/2020","MD",,3,"Maryland"
"11/03/2020","WY",14619,6,"Wyoming"
"11/03/2020","ND",48301,12,"North Dakota"
"09/13/2020","IA",,1,"Iowa"
"05/29/2020","NE",,6,"Nebraska"
"12/29/2020","CA",,242,"California"
"12/24/2020","NM",,29,"New Mexico"
"07/31/2020","ND",6602,0,"North Dakota"
"03/30/2020","PR",,,"Puerto Rico"
"08/25/2020","GA",267034,106,"Georgia"
"02/11/2020","NE",,,"Nebraska"
"04/14/2020","MA",,,"Massachusetts"
"10/14/2020","CT",61861,5,"Connecticut"
"08/25/2020","PA",130035,45,"Pennsylvania"
"03/04/2020","MS",,,"Mississippi"
"06/15/2020","ND",3101,6,"North Dakota"
"09/06/2020","NYC",236657,20,
"03/07/2020","NE",,,"Nebraska"
"10/10/2020","TN",212649,32,"Tennessee"
"11/30/2020","WV",47842,4,"West Virginia"
"06/06/2020","AZ",25451,-34,"Arizona"
"08/15/2020","ID",27477,6,"Idaho"
"03/10/2020","AS",,,
"08/12/2020","MI",98689,3,"Michigan"
"08/15/2020","MN",,7,"Minnesota"
"08/15/2020","MN",,7,"Montana"
"05/11/2020","MS",9908,22,"Mississippi"
"06/16/2020","MD",,13,"Maryland"
"09/07/2020","WI",86928,0,"Wisconsin"
"09/18/2020","NY",,5,"New York"
"12/11/2020","FL",,132,"Florida"
"08/26/2020","TX",,229,"Texas"
"03/26/2020","TN",,,"Tennessee"
"06/09/2020","GA",52106,77,"Georgia"
"03/27/2020","SC",,,"South Carolina"
"03/27/2020","SC",,,"South Dakota"
"03/31/2020","RMI",,,
"12/06/2020","PR",57622,15,"Puerto Rico"
"08/03/2020","NM",,1,"New Mexico"
"10/02/2020","AR",,7,"Arkansas"
"12/16/2020","NM",,43,"New Mexico"
"04/28/2020","IA",,9,"Iowa"
"04/03/2020","MS",,,"Mississippi"
"02/01/2020","IA",,,"Iowa"
"09/25/2020","NM",,5,"New Mexico"
"03/18/2020","NV",,,"Nevada"
"10/18/2020","OH",181787,0,"Ohio"
"02/25/2020","AZ",,,"Arizona"
"06/15/2020","LA",,3,"Louisiana"
"12/15/2020","GA",553995,80,"Georgia"
"09/01/2020","MS",83584,0,"Mississippi"
"07/26/2020","IL",172666,1,"Illinois"
"10/08/2020","VA",156649,19,"Virginia"
"03/29/2020","WY",,,"Wyoming"
"11/14/2020","FL",,47,"Florida"
"08/06/2020","IL",189705,21,"Illinois"
"04/13/2020","KY",,,"Kentucky"
"03/18/2020","TX",,,"Texas"
"08/19/2020","NM",,6,"New Mexico"
"01/24/2020","NE",,,"Nebraska"
"07/30/2020","CT",49670,6,"Connecticut"
"02/02/2020","ND",,,"North Dakota"
"03/27/2020","OH",,,"Ohio"
"04/20/2020","LA",,32,"Louisiana"
"02/12/2020","SC",,,"South Carolina"
"02/12/2020","SC",,,"South Dakota"
"04/21/2020","NM",,7,"New Mexico"
"07/04/2020","CO",33866,0,"Colorado"
"11/07/2020","PA",227985,68,"Pennsylvania"
"11/22/2020","OK",186136,-13,"Oklahoma"
"10/02/2020","MS",100167,14,"Mississippi"
"10/28/2020","WA",,16,"Washington"
"07/26/2020","NJ",,11,"New Jersey"
"08/16/2020","RMI",0,0,
"09/06/2020","NE",,0,"Nebraska"
"11/13/2020","RMI",1,0,
"08/11/2020","LA",,26,"Louisiana"
"09/23/2020","SC",141686,20,"South Carolina"
"09/23/2020","SC",141686,20,"South Dakota"
"06/26/2020","VA",61247,24,"Virginia"
"02/02/2020","NM",,,"New Mexico"
"06/06/2020","NY",,24,"New York"
"04/17/2020","AR",,,"Arkansas"
"08/30/2020","ID",31867,1,"Idaho"
"03/01/2020","LA",,,"Louisiana"
"02/27/2020","MS",,,"Mississippi"
"05/16/2020","WV",1470,1,"West Virginia"
"10/17/2020","AR",,19,"Arkansas"
"11/15/2020","CO",163417,21,"Colorado"
"08/21/2020","GA",257532,94,"Georgia"
"05/27/2020","CO",24995,63,"Colorado"
"10/28/2020","WV",23064,4,"West Virginia"
"11/26/2020","RMI",4,0,
"11/16/2020","WI",334562,14,"Wisconsin"
"06/22/2020","KY",13839,1,"Kentucky"
"05/27/2020","NJ",,148,"New Jersey"
"06/30/2020","IN",,16,"Indiana"
"02/20/2020","AL",,,"Alabama"
"09/13/2020","SC",131864,24,"South Carolina"
"09/13/2020","SC",131864,24,"South Dakota"
"12/05/2020","PR",56671,10,"Puerto Rico"
"07/15/2020","CT",47636,8,"Connecticut"
"08/17/2020","PR",27713,12,"Puerto Rico"
"11/10/2020","FL",,73,"Florida"
"02/08/2020","OH",,,"Ohio"
"07/26/2020","WV",5960,0,"West Virginia"
"02/02/2020","NY",,,"New York"
"04/26/2020","TX",,25,"Texas"
"07/11/2020","NE",,-1,"Nebraska"
"03/29/2020","NJ",,,"New Jersey"
"02/09/2020","CO",,,"Colorado"
"08/24/2020","RMI",0,0,
"10/12/2020","ID",48663,3,"Idaho"
"09/03/2020","OH",127112,51,"Ohio"
"04/16/2020","NE",,,"Nebraska"
"05/21/2020","WI",13885,6,"Wisconsin"
"07/22/2020","TX",,197,"Texas"
"02/12/2020","CO",,,"Colorado"
"11/10/2020","TN",289749,72,"Tennessee"
"09/01/2020","AZ",202342,15,"Arizona"
"10/05/2020","FL",,42,"Florida"
"07/18/2020","NE",,0,"Nebraska"
"05/28/2020","SC",10788,4,"South Carolina"
"05/28/2020","SC",10788,4,"South Dakota"
"12/14/2020","AZ",420248,-1,"Arizona"
"11/08/2020","KY",120838,4,"Kentucky"
"02/22/2020","ND",,,"North Dakota"
"12/13/2020","LA",,56,"Louisiana"
"04/28/2020","PR",1400,2,"Puerto Rico"
"02/03/2020","OH",,,"Ohio"
"10/22/2020","NYC",258129,7,
"04/29/2020","IA",,12,"Iowa"
"10/14/2020","AL",167977,42,"Alabama"
"07/25/2020","IL",171125,12,"Illinois"
"08/06/2020","NJ",,7,"New Jersey"
"10/15/2020","AZ",228748,17,"Arizona"
"05/22/2020","GA",39387,50,"Georgia"
"08/27/2020","AL",121023,37,"Alabama"
"08/04/2020","ND",7057,1,"North Dakota"
"03/15/2020","OK",,,"Oklahoma"
"12/02/2020","CO",241172,87,"Colorado"
"12/24/2020","NV",,45,"Nevada"
"11/21/2020","TX",,171,"Texas"
"05/19/2020","SC",9056,8,"South Carolina"
"05/19/2020","SC",9056,8,"South Dakota"
"05/06/2020","AZ",9707,31,"Arizona"
"08/16/2020","NJ",,27,"New Jersey"
"07/12/2020","CT",47287,0,"Connecticut"
"04/07/2020","CA",,,"California"
"08/15/2020","ND",8587,4,"North Dakota"
"08/08/2020","NE",,0,"Nebraska"
"07/29/2020","IN",,8,"Indiana"
"08/07/2020","IL",191808,43,"Illinois"
"12/16/2020","RMI",4,0,
"07/08/2020","NM",,8,"New Mexico"
"09/14/2020","KY",57282,5,"Kentucky"
"06/07/2020","NY",,31,"New York"
"07/24/2020","AS",,0,
"07/18/2020","SC",67612,39,"South Carolina"
"07/18/2020","SC",67612,39,"South Dakota"
"01/25/2020","NE",,,"Nebraska"
"01/22/2020","NJ",,,"New Jersey"
"09/01/2020","FL",,188,"Florida"
"06/08/2020","PR",5046,0,"Puerto Rico"
"03/30/2020","NE",,,"Nebraska"
"08/09/2020","IL",195380,5,"Illinois"
"03/02/2020","AR",,,"Arkansas"
"07/07/2020","OH",58904,45,"Ohio"
"04/01/2020","AL",,,"Alabama"
"07/19/2020","RMI",0,0,
"05/31/2020","OK",6280,0,"Oklahoma"
"02/03/2020","NE",,,"Nebraska"
"10/24/2020","AR",,16,"Arkansas"
"10/05/2020","RMI",0,0,
"08/21/2020","NY",,3,"New York"
"08/17/2020","SC",106953,18,"South Carolina"
"08/17/2020","SC",106953,18,"South Dakota"
"02/07/2020","ID",,,"Idaho"
"03/28/2020","LA",,,"Louisiana"
"06/04/2020","AZ",22753,15,"Arizona"
"11/11/2020","VA",198028,18,"Virginia"
"06/03/2020","AS",,0,
"09/05/2020","CT",53365,0,"Connecticut"
"03/27/2020","CO",,,"Colorado"
"09/30/2020","NM",,2,"New Mexico"
"05/23/2020","RMI",0,0,
"06/12/2020","CA",,62,"California"
"02/14/2020","WI",,,"Wisconsin"
"05/18/2020","NM",,6,"New Mexico"
"06/10/2020","CO",28499,23,"Colorado"
"02/10/2020","TN",,,"Tennessee"
"03/17/2020","PA",,,"Pennsylvania"
"06/26/2020","NV",,3,"Nevada"
"01/29/2020","ID",,,"Idaho"
"10/30/2020","CT",71207,8,"Connecticut"
"12/28/2020","PA",613804,130,"Pennsylvania"
"10/07/2020","MD",,6,"Maryland"
"04/15/2020","WY",393,1,"Wyoming"
"03/14/2020","MA",,,"Massachusetts"
"12/29/2020","NE",,16,"Nebraska"
"11/29/2020","NJ",,13,"New Jersey"
"09/25/2020","AS",,0,
"07/08/2020","RMI",0,0,
"04/23/2020","GA",20856,35,"Georgia"
"10/04/2020","NY",,11,"New York"
"06/14/2020","SC",18795,1,"South Carolina"
"06/14/2020","SC",18795,1,"South Dakota"
"02/13/2020","ID",,,"Idaho"
"05/09/2020","NV",,5,"Nevada"
"05/07/2020","NM",,4,"New Mexico"
"09/28/2020","TN",193732,12,"Tennessee"
"06/14/2020","WA",,4,"Washington"
"08/06/2020","WV",7277,0,"West Virginia"
"04/03/2020","OH",,,"Ohio"
"08/23/2020","GA",262099,40,"Georgia"
"05/27/2020","OK",6051,1,"Oklahoma"
"02/25/2020","KY",,,"Kentucky"
"05/28/2020","PR",3486,4,"Puerto Rico"
"07/27/2020","NM",,6,"New Mexico"
"12/28/2020","CT",181200,139,"Connecticut"
"02/02/2020","MS",,,"Mississippi"
"07/29/2020","MS",57579,50,"Mississippi"
"02/02/2020","IA",,,"Iowa"
"07/24/2020","MA",114985,14,"Massachusetts"
"04/29/2020","VA",15846,30,"Virginia"
"12/02/2020","WV",49905,21,"West Virginia"
"02/24/2020","ND",,,"North Dakota"
"02/17/2020","ID",,,"Idaho"
"11/07/2020","OK",144736,11,"Oklahoma"
"02/13/2020","CT",,,"Connecticut"
"02/10/2020","MS",,,"Mississippi"
"07/12/2020","AZ",122467,88,"Arizona"
"07/11/2020","CO",36591,1,"Colorado"
"02/13/2020","CO",,,"Colorado"
"09/13/2020","IL",263466,14,"Illinois"
"07/13/2020","PA",96671,-44,"Pennsylvania"
"10/26/2020","LA",,17,"Louisiana"
"04/15/2020","PA",,,"Pennsylvania"
"05/11/2020","PA",57154,24,"Pennsylvania"
"02/20/2020","CA",,,"California"
"06/16/2020","MN",,14,"Minnesota"
"06/16/2020","MN",,14,"Montana"
"11/26/2020","OK",186136,0,"Oklahoma"
"02/11/2020","GA",,,"Georgia"
"04/17/2020","CA",,,"California"
"06/23/2020","WV",2593,2,"West Virginia"
"10/30/2020","PR",66128,4,"Puerto Rico"
"05/15/2020","SC",8407,9,"South Carolina"
"05/15/2020","SC",8407,9,"South Dakota"
"08/04/2020","FL",,110,"Florida"
"08/03/2020","OK",41199,1,"Oklahoma"
"09/07/2020","LA",,12,"Louisiana"
"10/07/2020","WY",6899,0,"Wyoming"
"05/03/2020","IN",,17,"Indiana"
"05/19/2020","NV",,-21,"Nevada"
"02/04/2020","CO",,,"Colorado"
"12/11/2020","NJ",,54,"New Jersey"
"11/06/2020","MA",172632,21,"Massachusetts"
"03/26/2020","MA",,,"Massachusetts"
"08/04/2020","KY",32197,7,"Kentucky"
"12/04/2020","NY",,45,"New York"
"06/08/2020","WA",,2,"Washington"
"10/08/2020","OH",164262,13,"Ohio"
"04/04/2020","AZ",,,"Arizona"
"11/02/2020","MD",,6,"Maryland"
"07/05/2020","AR",,1,"Arkansas"
"04/26/2020","AZ",6526,2,"Arizona"
"12/25/2020","AR",,51,"Arkansas"
"08/31/2020","IA",,3,"Iowa"
"12/12/2020","NV",,41,"Nevada"
"09/06/2020","AL",132314,1,"Alabama"
"08/09/2020","NYC",229321,8,
"07/01/2020","IA",,3,"Iowa"
"06/12/2020","MI",65672,3,"Michigan"
"09/27/2020","TX",,37,"Texas"
"03/19/2020","NYC",,,
"12/06/2020","TX",,92,"Texas"
"06/01/2020","AL",18438,14,"Alabama"
"02/04/2020","MN",,,"Minnesota"
"02/04/2020","MN",,,"Montana"
"01/22/2020","AZ",,,"Arizona"
"05/03/2020","MI",43754,29,"Michigan"
"06/25/2020","PA",84370,-22,"Pennsylvania"
"07/06/2020","WA",,11,"Washington"
"08/16/2020","VA",107421,5,"Virginia"
"02/24/2020","LA",,,"Louisiana"
"04/19/2020","ND",585,1,"North Dakota"
"03/08/2020","ID",,,"Idaho"
"03/24/2020","AL",,,"Alabama"
"08/22/2020","RMI",0,0,
"12/14/2020","GA",546558,43,"Georgia"
"12/28/2020","AR",,81,"Arkansas"
"09/16/2020","MI",125742,11,"Michigan"
"03/30/2020","NJ",,,"New Jersey"
"09/25/2020","CO",67926,4,"Colorado"
"03/09/2020","TX",,,"Texas"
"09/19/2020","WV",13874,11,"West Virginia"
"12/04/2020","VA",251173,60,"Virginia"
"08/26/2020","NM",,5,"New Mexico"
"03/24/2020","WY",,,"Wyoming"
"09/10/2020","NV",,17,"Nevada"
"05/19/2020","WI",12885,8,"Wisconsin"
"06/17/2020","MI",66497,2,"Michigan"
"10/27/2020","NM",,4,"New Mexico"
"08/26/2020","CA",,150,"California"
"01/22/2020","MA",,,"Massachusetts"
"11/23/2020","WY",29431,26,"Wyoming"
"11/18/2020","WY",25275,0,"Wyoming"
"07/08/2020","WV",3707,0,"West Virginia"
"03/21/2020","ND",,,"North Dakota"
"03/10/2020","OK",,,"Oklahoma"
"06/05/2020","NM",,4,"New Mexico"
"02/01/2020","FL",,,"Florida"
"07/01/2020","TX",,57,"Texas"
"08/22/2020","IL",219702,17,"Illinois"
"09/04/2020","AS",,0,
"09/21/2020","NY",,0,"New York"
"01/30/2020","MN",,,"Minnesota"
"01/30/2020","MN",,,"Montana"
"07/26/2020","LA",,48,"Louisiana"
"04/14/2020","WA",,,"Washington"
"07/02/2020","MN",,8,"Minnesota"
"07/02/2020","MN",,8,"Montana"
"10/26/2020","AZ",238964,1,"Arizona"
"09/20/2020","AZ",214018,10,"Arizona"
"02/12/2020","WY",,,"Wyoming"
"03/09/2020","IL",,,"Illinois"
"07/29/2020","CO",45796,17,"Colorado"
"08/10/2020","TN",123914,10,"Tennessee"
"07/14/2020","ID",11718,1,"Idaho"
"04/05/2020","AR",,,"Arkansas"
"04/23/2020","NYC",146139,902,
"05/04/2020","AS",,0,
"09/23/2020","TN",186709,14,"Tennessee"
"12/02/2020","NYC",327164,6,
"02/05/2020","AZ",,,"Arizona"
"07/09/2020","PA",93876,15,"Pennsylvania"
"09/06/2020","GA",294887,60,"Georgia"
"09/18/2020","ND",17607,8,"North Dakota"
"12/07/2020","ND",83817,42,"North Dakota"
"08/08/2020","CT",50320,0,"Connecticut"
"03/30/2020","SC",,,"South Carolina"
"03/30/2020","SC",,,"South Dakota"
"07/12/2020","KY",19389,3,"Kentucky"
"05/21/2020","VA",34950,38,"Virginia"
"10/02/2020","NM",,5,"New Mexico"
"02/15/2020","GA",,,"Georgia"
"11/15/2020","AL",217822,2,"Alabama"
"09/29/2020","AR",,17,"Arkansas"
"05/12/2020","NE",,3,"Nebraska"
"06/22/2020","MS",22287,41,"Mississippi"
"11/08/2020","NYC",274915,17,
"06/02/2020","IA",,12,"Iowa"
"07/30/2020","AZ",170798,172,"Arizona"
"02/29/2020","MD",,,"Maryland"
"12/17/2020","WV",68485,39,"West Virginia"
"09/08/2020","NM",,0,"New Mexico"
"12/11/2020","CO",281673,101,"Colorado"
"03/27/2020","ID",,,"Idaho"
"06/24/2020","AZ",59974,83,"Arizona"
"10/29/2020","RMI",2,0,
"09/09/2020","WI",88590,15,"Wisconsin"
"05/30/2020","RMI",0,0,
"06/17/2020","TX",,33,"Texas"
"04/21/2020","MS",4716,0,"Mississippi"
"04/08/2020","WA",,,"Washington"
"08/05/2020","LA",,49,"Louisiana"
"09/13/2020","PA",144774,9,"Pennsylvania"
"12/07/2020","CA",,59,"California"
"09/12/2020","AL",137646,21,"Alabama"
"03/20/2020","WI",,,"Wisconsin"
"08/08/2020","KY",34758,9,"Kentucky"
"09/15/2020","FL",,152,"Florida"
"03/03/2020","CO",,,"Colorado"
"09/11/2020","NE",,4,"Nebraska"
"09/25/2020","AR",,19,"Arkansas"
"06/17/2020","LA",,20,"Louisiana"
"10/31/2020","WA",,0,"Washington"
"10/18/2020","NE",,0,"Nebraska"
"04/22/2020","FL",,60,"Florida"
"08/11/2020","WV",7875,6,"West Virginia"
"09/05/2020","NY",,1,"New York"
"02/12/2020","WA",,,"Washington"
"10/25/2020","NM",,2,"New Mexico"
"06/10/2020","NM",,6,"New Mexico"
"02/24/2020","WI",,,"Wisconsin"
"09/12/2020","PR",37380,5,"Puerto Rico"
"08/17/2020","NYC",231812,15,
"05/06/2020","RMI",0,0,
"06/27/2020","IN",,21,"Indiana"
"06/15/2020","TX",,7,"Texas"
"11/04/2020","NE",,9,"Nebraska"
"04/27/2020","AZ",6716,0,"Arizona"
"03/20/2020","VA",,,"Virginia"
"07/22/2020","AS",,0,
"06/16/2020","ND",3124,-6,"North Dakota"
"02/06/2020","RMI",,,
"05/07/2020","NY",,98,"New York"
"02/26/2020","AL",,,"Alabama"
"12/23/2020","AZ",473273,80,"Arizona"
"04/03/2020","MA",,,"Massachusetts"
"07/17/2020","AL",63153,34,"Alabama"
"02/27/2020","TX",,,"Texas"
"07/30/2020","LA",,42,"Louisiana"
"12/20/2020","ND",90121,2,"North Dakota"
"08/10/2020","AL",103020,32,"Alabama"
"02/20/2020","IN",,,"Indiana"
"01/30/2020","MD",,,"Maryland"
"06/25/2020","NYC",215576,36,
"09/04/2020","MA",129815,24,"Massachusetts"
"05/20/2020","GA",37669,21,"Georgia"
"07/31/2020","NJ",,10,"New Jersey"
"04/07/2020","AR",,,"Arkansas"
"04/14/2020","PR",,,"Puerto Rico"
"08/15/2020","WV",8457,3,"West Virginia"
"02/21/2020","MD",,,"Maryland"
"04/07/2020","TN",,,"Tennessee"
"12/21/2020","WY",42118,0,"Wyoming"
"05/20/2020","MD",,31,"Maryland"
"07/15/2020","CA",,140,"California"
"09/24/2020","ID",39234,3,"Idaho"
"10/05/2020","CT",59120,3,"Connecticut"
